,EVICTION_ZIP,Location,Latitude,Longitude
91,10034,40.867653000000004,-73.92,
92,10467,40.872265000000006,-73.86936999999999,
93,10459,40.825432,-73.89327,
94,10457,40.846745,-73.89860999999999,
95,10457,40.846745,-73.89860999999999,
96,10455,40.815559,-73.90771,
97,11434,40.674888,-73.7727,
98,11435,40.700068,-73.80986,
99,11220,40.641436,-74.01574000000001,
100,10462,40.842172999999995,-73.85862,
101,11212,40.662191,-73.91328,
102,10458,40.864166,-73.88880999999999,
103,10456,40.829676,-73.90856,
104,10460,40.84095,-73.88036,
105,11418,40.698485,-73.83365,
106,10455,40.815559,-73.90771,
107,10453,40.853017,-73.91214000000001,
108,11435,40.700068,-73.80986,
109,10034,40.867653000000004,-73.92,
110,11235,40.583803,-73.95019,
111,11210,40.627946,-73.94552,
112,11203,40.649059,-73.93304,
113,11212,40.662191,-73.91328,
114,10304,40.60787,-74.08991,
115,10456,40.829676,-73.90856,
116,11436,40.674146,-73.79687,
117,11109,40.651378,-73.870779,
118,11374,40.724945,-73.8609,
119,10466,40.89095,-73.84702,
120,11232,40.655481,-74.00424,
121,10024,40.786387,-73.97709,
122,10459,40.825432,-73.89327,
123,10466,40.89095,-73.84702,
124,10457,40.846745,-73.89860999999999,
125,11412,40.697188,-73.75948000000001,
126,11203,40.649059,-73.93304,
127,10025,40.798502,-73.96811,
128,11212,40.662191,-73.91328,
129,11375,40.720535,-73.84581999999999,
130,10456,40.829676,-73.90856,
131,10462,40.842172999999995,-73.85862,
132,11208,40.672666,-73.87248000000001,
133,11233,40.676938,-73.91858,
134,11432,40.714144,-73.79324,
135,10032,40.840686,-73.94154,
136,10462,40.842172999999995,-73.85862,
137,11212,40.662191,-73.91328,
138,11417,40.675534000000006,-73.84476,
139,10466,40.89095,-73.84702,
140,11101,40.745340999999996,-73.93907,
141,10459,40.825432,-73.89327,
142,11369,40.762854,-73.87051,
143,10305,40.599021,-74.07503,
144,10463,40.881085999999996,-73.90749,
145,10463,40.881085999999996,-73.90749,
146,11206,40.702348,-73.94288,
147,11412,40.697188,-73.75948000000001,
148,10470,40.900628999999995,-73.86072,
149,11367,40.728614,-73.82145,
150,11434,40.674888,-73.7727,
151,11208,40.672666,-73.87248000000001,
152,11225,40.662892,-73.95509,
153,11412,40.697188,-73.75948000000001,
154,10467,40.872265000000006,-73.86936999999999,
155,10459,40.825432,-73.89327,
156,10467,40.872265000000006,-73.86936999999999,
157,10069,40.775477,-73.9905,
158,10458,40.864166,-73.88880999999999,
159,10453,40.853017,-73.91214000000001,
160,11234,40.618561,-73.9216,
161,11208,40.672666,-73.87248000000001,
162,10304,40.60787,-74.08991,
163,10453,40.853017,-73.91214000000001,
164,10463,40.881085999999996,-73.90749,
165,11211,40.71209,-73.95427,
166,10467,40.872265000000006,-73.86936999999999,
167,11206,40.702348,-73.94288,
168,11225,40.662892,-73.95509,
169,11213,40.670937,-73.93459,
170,11238,40.680145,-73.96257,
171,11434,40.674888,-73.7727,
172,11434,40.674888,-73.7727,
173,10031,40.826201,-73.94879,
174,11233,40.676938,-73.91858,
175,11218,40.644552000000004,-73.97595,
176,10034,40.867653000000004,-73.92,
177,11226,40.645255999999996,-73.95553000000001,
178,10465,40.825727,-73.81752,
179,10474,40.81321,-73.88755,
180,10466,40.89095,-73.84702,
181,11221,40.691234,-73.92636999999999,
182,11691,40.60002,-73.75962,
183,11412,40.697188,-73.75948000000001,
184,11412,40.697188,-73.75948000000001,
185,11691,40.60002,-73.75962,
186,11434,40.674888,-73.7727,
187,10033,40.848764,-73.93496,
188,10466,40.89095,-73.84702,
189,10467,40.872265000000006,-73.86936999999999,
190,10012,40.72596,-73.99834,
191,11210,40.627946,-73.94552,
192,10473,40.818514,-73.85893,
193,11237,40.703355,-73.91993000000001,
194,11102,40.771285999999996,-73.92461999999999,
195,10458,40.864166,-73.88880999999999,
196,10453,40.853017,-73.91214000000001,
197,10459,40.825432,-73.89327,
198,11373,40.736076000000004,-73.87804,
199,11208,40.672666,-73.87248000000001,
200,11229,40.599256,-73.94118,
201,11422,40.662538,-73.73514,
202,10468,40.867107,-73.89916,
203,10462,40.842172999999995,-73.85862,
204,10469,40.868643,-73.84735,
205,11233,40.676938,-73.91858,
206,11360,40.780386,-73.78005,
207,10009,40.727093,-73.97864,
208,11372,40.750146,-73.88433,
209,11218,40.644552000000004,-73.97595,
210,11226,40.645255999999996,-73.95553000000001,
211,10452,40.838745,-73.92234,
212,11222,40.726302000000004,-73.94559,
213,10013,40.720665999999994,-74.00525999999999,
214,11419,40.688688,-73.82216,
215,10458,40.864166,-73.88880999999999,
216,11354,40.767969,-73.82496,
217,11358,40.760521999999995,-73.79612,
218,10462,40.842172999999995,-73.85862,
219,11210,40.627946,-73.94552,
220,10022,40.759015000000005,-73.96732,
221,10453,40.853017,-73.91214000000001,
222,11213,40.670937,-73.93459,
223,11385,40.703069,-73.89285,
224,11238,40.680145,-73.96257,
225,11691,40.60002,-73.75962,
226,10459,40.825432,-73.89327,
227,10456,40.829676,-73.90856,
228,11207,40.670874,-73.89424,
229,11415,40.706903000000004,-73.82973,
230,10467,40.872265000000006,-73.86936999999999,
231,11207,40.670874,-73.89424,
232,11375,40.720535,-73.84581999999999,
233,10468,40.867107,-73.89916,
234,11368,40.747106,-73.85838000000001,
235,10467,40.872265000000006,-73.86936999999999,
236,11225,40.662892,-73.95509,
237,11213,40.670937,-73.93459,
238,10025,40.798502,-73.96811,
239,11226,40.645255999999996,-73.95553000000001,
240,11233,40.676938,-73.91858,
241,11435,40.700068,-73.80986,
242,10019,40.765714,-73.9856,
243,11207,40.670874,-73.89424,
244,11434,40.674888,-73.7727,
245,10465,40.825727,-73.81752,
246,10468,40.867107,-73.89916,
247,11414,40.658188,-73.84321,
248,11211,40.71209,-73.95427,
249,11374,40.724945,-73.8609,
250,10002,40.717040000000004,-73.987,
251,11368,40.747106,-73.85838000000001,
252,10454,40.805968,-73.91628,
253,11208,40.672666,-73.87248000000001,
254,10454,40.805968,-73.91628,
255,11235,40.583803,-73.95019,
256,11207,40.670874,-73.89424,
257,11228,40.617563,-74.01168,
258,10032,40.840686,-73.94154,
259,11208,40.672666,-73.87248000000001,
260,11221,40.691234,-73.92636999999999,
261,11208,40.672666,-73.87248000000001,
262,11212,40.662191,-73.91328,
263,10012,40.72596,-73.99834,
264,11421,40.690870000000004,-73.85828000000001,
265,10467,40.872265000000006,-73.86936999999999,
266,10468,40.867107,-73.89916,
267,11413,40.670138,-73.75140999999999,
268,10460,40.84095,-73.88036,
269,11691,40.60002,-73.75962,
270,11231,40.6788,-74.00254,
271,10461,40.842917,-73.83819,
272,10304,40.60787,-74.08991,
273,11372,40.750146,-73.88433,
274,11207,40.670874,-73.89424,
275,11433,40.696538000000004,-73.78734,
276,10303,40.629448,-74.16239,
277,10466,40.89095,-73.84702,
278,10466,40.89095,-73.84702,
279,10036,40.759510999999996,-73.99019,
280,11368,40.747106,-73.85838000000001,
281,10472,40.830409,-73.86845,
282,10303,40.629448,-74.16239,
283,10027,40.812665,-73.95499000000001,
284,11233,40.676938,-73.91858,
285,11203,40.649059,-73.93304,
286,11364,40.746718,-73.75994,
287,11433,40.696538000000004,-73.78734,
288,10019,40.765714,-73.9856,
289,10038,40.709677,-74.00365,
290,10463,40.881085999999996,-73.90749,
291,10029,40.791585999999995,-73.94575,
292,10301,40.631775,-74.09432,
293,10458,40.864166,-73.88880999999999,
294,11234,40.618561,-73.9216,
295,10452,40.838745,-73.92234,
296,10452,40.838745,-73.92234,
297,11365,40.738983000000005,-73.79209,
298,10010,40.739022,-73.98205,
299,11233,40.676938,-73.91858,
300,11212,40.662191,-73.91328,
301,10466,40.89095,-73.84702,
302,11206,40.702348,-73.94288,
303,11226,40.645255999999996,-73.95553000000001,
304,10031,40.826201,-73.94879,
305,10462,40.842172999999995,-73.85862,
306,11212,40.662191,-73.91328,
307,11236,40.640527,-73.90361999999999,
308,11208,40.672666,-73.87248000000001,
309,11103,40.762968,-73.91091,
310,10033,40.848764,-73.93496,
311,11223,40.598141999999996,-73.97229,
312,10467,40.872265000000006,-73.86936999999999,
313,10026,40.802853000000006,-73.95470999999999,
314,10458,40.864166,-73.88880999999999,
315,10469,40.868643,-73.84735,
316,10453,40.853017,-73.91214000000001,
317,11213,40.670937,-73.93459,
318,10467,40.872265000000006,-73.86936999999999,
319,10467,40.872265000000006,-73.86936999999999,
320,11413,40.670138,-73.75140999999999,
321,10473,40.818514,-73.85893,
322,11236,40.640527,-73.90361999999999,
323,10472,40.830409,-73.86845,
324,11219,40.632449,-73.99629,
325,10027,40.812665,-73.95499000000001,
326,11368,40.747106,-73.85838000000001,
327,11212,40.662191,-73.91328,
328,11354,40.767969,-73.82496,
329,11233,40.676938,-73.91858,
330,11209,40.62327,-74.0295,
331,10469,40.868643,-73.84735,
332,11220,40.641436,-74.01574000000001,
333,10033,40.848764,-73.93496,
334,11413,40.670138,-73.75140999999999,
335,10303,40.629448,-74.16239,
336,11225,40.662892,-73.95509,
337,11423,40.714261,-73.76824,
338,11225,40.662892,-73.95509,
339,10453,40.853017,-73.91214000000001,
340,11233,40.676938,-73.91858,
341,10005,40.706019,-74.00858000000001,
342,10466,40.89095,-73.84702,
343,11357,40.784453000000006,-73.80922,
344,11378,40.724096,-73.90271,
345,11235,40.583803,-73.95019,
346,11203,40.649059,-73.93304,
347,11221,40.691234,-73.92636999999999,
348,10027,40.812665,-73.95499000000001,
349,11233,40.676938,-73.91858,
350,10035,40.802395000000004,-73.93359,
351,11413,40.670138,-73.75140999999999,
352,10454,40.805968,-73.91628,
353,11208,40.672666,-73.87248000000001,
354,10467,40.872265000000006,-73.86936999999999,
355,10460,40.84095,-73.88036,
356,11355,40.749463,-73.81940999999999,
357,11104,40.743796,-73.91949,
358,10029,40.791585999999995,-73.94575,
359,11208,40.672666,-73.87248000000001,
360,10466,40.89095,-73.84702,
361,10467,40.872265000000006,-73.86936999999999,
362,10011,40.741012,-74.00012,
363,11229,40.599256,-73.94118,
364,11226,40.645255999999996,-73.95553000000001,
365,11236,40.640527,-73.90361999999999,
366,10467,40.872265000000006,-73.86936999999999,
367,10039,40.826181,-73.9371,
368,10451,40.819728999999995,-73.9223,
369,11216,40.680398,-73.94824,
370,11422,40.662538,-73.73514,
371,10451,40.819728999999995,-73.9223,
372,10457,40.846745,-73.89860999999999,
373,11355,40.749463,-73.81940999999999,
374,10468,40.867107,-73.89916,
375,10458,40.864166,-73.88880999999999,
376,11368,40.747106,-73.85838000000001,
377,11233,40.676938,-73.91858,
378,10454,40.805968,-73.91628,
379,10472,40.830409,-73.86845,
380,10458,40.864166,-73.88880999999999,
381,10454,40.805968,-73.91628,
382,10029,40.791585999999995,-73.94575,
383,10466,40.89095,-73.84702,
384,10016,40.746179999999995,-73.97759,
385,10458,40.864166,-73.88880999999999,
386,10002,40.717040000000004,-73.987,
387,11206,40.702348,-73.94288,
388,11203,40.649059,-73.93304,
389,10456,40.829676,-73.90856,
390,11209,40.62327,-74.0295,
391,10035,40.802395000000004,-73.93359,
392,10469,40.868643,-73.84735,
393,11229,40.599256,-73.94118,
394,10472,40.830409,-73.86845,
395,10033,40.848764,-73.93496,
396,10461,40.842917,-73.83819,
397,11226,40.645255999999996,-73.95553000000001,
398,11226,40.645255999999996,-73.95553000000001,
399,11419,40.688688,-73.82216,
400,11233,40.676938,-73.91858,
401,11356,40.785462,-73.84366,
402,11417,40.675534000000006,-73.84476,
403,11434,40.674888,-73.7727,
404,10040,40.858703999999996,-73.92853000000001,
405,10467,40.872265000000006,-73.86936999999999,
406,11221,40.691234,-73.92636999999999,
407,11368,40.747106,-73.85838000000001,
408,11216,40.680398,-73.94824,
409,10463,40.881085999999996,-73.90749,
410,11212,40.662191,-73.91328,
411,10009,40.727093,-73.97864,
412,10453,40.853017,-73.91214000000001,
413,10462,40.842172999999995,-73.85862,
414,10459,40.825432,-73.89327,
415,10037,40.813385,-73.93616,
416,10467,40.872265000000006,-73.86936999999999,
417,11355,40.749463,-73.81940999999999,
418,10013,40.720665999999994,-74.00525999999999,
419,11207,40.670874,-73.89424,
420,11203,40.649059,-73.93304,
421,10473,40.818514,-73.85893,
422,11221,40.691234,-73.92636999999999,
423,11207,40.670874,-73.89424,
424,11212,40.662191,-73.91328,
425,11374,40.724945,-73.8609,
426,11367,40.728614,-73.82145,
427,10457,40.846745,-73.89860999999999,
428,10027,40.812665,-73.95499000000001,
429,10459,40.825432,-73.89327,
430,10017,40.752159000000006,-73.97231,
431,10466,40.89095,-73.84702,
432,10460,40.84095,-73.88036,
433,10472,40.830409,-73.86845,
434,10456,40.829676,-73.90856,
435,10032,40.840686,-73.94154,
436,10030,40.818151,-73.94351,
437,10011,40.741012,-74.00012,
438,11426,40.732239,-73.72108,
439,11229,40.599256,-73.94118,
440,10469,40.868643,-73.84735,
441,10455,40.815559,-73.90771,
442,10475,40.878522,-73.82540999999999,
443,11236,40.640527,-73.90361999999999,
444,10469,40.868643,-73.84735,
445,10460,40.84095,-73.88036,
446,10466,40.89095,-73.84702,
447,11429,40.708833,-73.73903,
448,11420,40.673138,-73.81443,
449,11433,40.696538000000004,-73.78734,
450,11229,40.599256,-73.94118,
451,10469,40.868643,-73.84735,
452,10462,40.842172999999995,-73.85862,
453,10459,40.825432,-73.89327,
454,11214,40.598994,-73.99611,
455,11236,40.640527,-73.90361999999999,
456,10451,40.819728999999995,-73.9223,
457,10472,40.830409,-73.86845,
458,11106,40.762012,-73.93146999999999,
459,10453,40.853017,-73.91214000000001,
460,10455,40.815559,-73.90771,
461,11237,40.703355,-73.91993000000001,
462,10019,40.765714,-73.9856,
463,10467,40.872265000000006,-73.86936999999999,
464,10035,40.802395000000004,-73.93359,
465,10467,40.872265000000006,-73.86936999999999,
466,11692,40.592939,-73.79568,
467,11212,40.662191,-73.91328,
468,11692,40.592939,-73.79568,
469,10016,40.746179999999995,-73.97759,
470,11233,40.676938,-73.91858,
471,11413,40.670138,-73.75140999999999,
472,11429,40.708833,-73.73903,
473,11208,40.672666,-73.87248000000001,
474,11203,40.649059,-73.93304,
475,10470,40.900628999999995,-73.86072,
476,11411,40.693538000000004,-73.73574,
477,11223,40.598141999999996,-73.97229,
478,11226,40.645255999999996,-73.95553000000001,
479,10459,40.825432,-73.89327,
480,10462,40.842172999999995,-73.85862,
481,10458,40.864166,-73.88880999999999,
482,10456,40.829676,-73.90856,
483,11203,40.649059,-73.93304,
484,10468,40.867107,-73.89916,
485,11211,40.71209,-73.95427,
486,11433,40.696538000000004,-73.78734,
487,10036,40.759510999999996,-73.99019,
488,11235,40.583803,-73.95019,
489,11372,40.750146,-73.88433,
490,10462,40.842172999999995,-73.85862,
491,11435,40.700068,-73.80986,
492,10469,40.868643,-73.84735,
493,11236,40.640527,-73.90361999999999,
494,10458,40.864166,-73.88880999999999,
495,10036,40.759510999999996,-73.99019,
496,11235,40.583803,-73.95019,
497,11203,40.649059,-73.93304,
498,11212,40.662191,-73.91328,
499,10463,40.881085999999996,-73.90749,
500,10004,NY 10004,,
501,10459,40.825432,-73.89327,
502,10467,40.872265000000006,-73.86936999999999,
503,10454,40.805968,-73.91628,
504,10462,40.842172999999995,-73.85862,
505,11235,40.583803,-73.95019,
506,10128,40.781894,-73.95039,
507,10003,40.732509,-73.98935,
508,10459,40.825432,-73.89327,
509,10470,40.900628999999995,-73.86072,
510,10462,40.842172999999995,-73.85862,
511,10453,40.853017,-73.91214000000001,
512,10038,40.709677,-74.00365,
513,11229,40.599256,-73.94118,
514,10310,40.63212,-74.11551,
515,11208,40.672666,-73.87248000000001,
516,10456,40.829676,-73.90856,
517,11225,40.662892,-73.95509,
518,11694,40.57649,-73.84721,
519,11208,40.672666,-73.87248000000001,
520,10459,40.825432,-73.89327,
521,10451,40.819728999999995,-73.9223,
522,10475,40.878522,-73.82540999999999,
523,10463,40.881085999999996,-73.90749,
524,11106,40.762012,-73.93146999999999,
525,10036,40.759510999999996,-73.99019,
526,10039,40.826181,-73.9371,
527,10467,40.872265000000006,-73.86936999999999,
528,10033,40.848764,-73.93496,
529,10470,40.900628999999995,-73.86072,
530,10462,40.842172999999995,-73.85862,
531,11421,40.690870000000004,-73.85828000000001,
532,11418,40.698485,-73.83365,
533,10472,40.830409,-73.86845,
534,11203,40.649059,-73.93304,
535,10455,40.815559,-73.90771,
536,10452,40.838745,-73.92234,
537,11206,40.702348,-73.94288,
538,10036,40.759510999999996,-73.99019,
539,11234,40.618561,-73.9216,
540,11249,40.645099,-73.945032,
541,11234,40.618561,-73.9216,
542,11236,40.640527,-73.90361999999999,
543,11203,40.649059,-73.93304,
544,10468,40.867107,-73.89916,
545,10017,40.752159000000006,-73.97231,
546,10301,40.631775,-74.09432,
547,11208,40.672666,-73.87248000000001,
548,11238,40.680145,-73.96257,
549,10459,40.825432,-73.89327,
550,11208,40.672666,-73.87248000000001,
551,11230,40.622994,-73.96427,
552,10451,40.819728999999995,-73.9223,
553,10301,40.631775,-74.09432,
554,11221,40.691234,-73.92636999999999,
555,10032,40.840686,-73.94154,
556,11691,40.60002,-73.75962,
557,10456,40.829676,-73.90856,
558,10457,40.846745,-73.89860999999999,
559,10456,40.829676,-73.90856,
560,10033,40.848764,-73.93496,
561,10463,40.881085999999996,-73.90749,
562,11214,40.598994,-73.99611,
563,11433,40.696538000000004,-73.78734,
564,10461,40.842917,-73.83819,
565,11234,40.618561,-73.9216,
566,10473,40.818514,-73.85893,
567,11358,40.760521999999995,-73.79612,
568,11236,40.640527,-73.90361999999999,
569,10453,40.853017,-73.91214000000001,
570,11213,40.670937,-73.93459,
571,11208,40.672666,-73.87248000000001,
572,11208,40.672666,-73.87248000000001,
573,11230,40.622994,-73.96427,
574,11213,40.670937,-73.93459,
575,11421,40.690870000000004,-73.85828000000001,
576,10458,40.864166,-73.88880999999999,
577,11230,40.622994,-73.96427,
578,11221,40.691234,-73.92636999999999,
579,11223,40.598141999999996,-73.97229,
580,11236,40.640527,-73.90361999999999,
581,10002,40.717040000000004,-73.987,
582,10461,40.842917,-73.83819,
583,11691,40.60002,-73.75962,
584,10457,40.846745,-73.89860999999999,
585,10466,40.89095,-73.84702,
586,11372,40.750146,-73.88433,
587,11208,40.672666,-73.87248000000001,
588,10467,40.872265000000006,-73.86936999999999,
589,11421,40.690870000000004,-73.85828000000001,
590,11024,40.812886999999996,-73.74094000000001,
591,11235,40.583803,-73.95019,
592,11412,40.697188,-73.75948000000001,
593,10468,40.867107,-73.89916,
594,11231,40.6788,-74.00254,
595,11436,40.674146,-73.79687,
596,11203,40.649059,-73.93304,
597,10032,40.840686,-73.94154,
598,10032,40.840686,-73.94154,
599,11372,40.750146,-73.88433,
600,11375,40.720535,-73.84581999999999,
601,11233,40.676938,-73.91858,
602,10033,40.848764,-73.93496,
603,10302,40.631127,-74.13715,
604,11432,40.714144,-73.79324,
605,11368,40.747106,-73.85838000000001,
606,10034,40.867653000000004,-73.92,
607,11225,40.662892,-73.95509,
608,11232,40.655481,-74.00424,
609,11226,40.645255999999996,-73.95553000000001,
610,10304,40.60787,-74.08991,
611,11233,40.676938,-73.91858,
612,11212,40.662191,-73.91328,
613,10453,40.853017,-73.91214000000001,
614,10005,40.706019,-74.00858000000001,
615,10030,40.818151,-73.94351,
616,10457,40.846745,-73.89860999999999,
617,11213,40.670937,-73.93459,
618,11232,40.655481,-74.00424,
619,10016,40.746179999999995,-73.97759,
620,10035,40.802395000000004,-73.93359,
621,11368,40.747106,-73.85838000000001,
622,11367,40.728614,-73.82145,
623,10467,40.872265000000006,-73.86936999999999,
624,10034,40.867653000000004,-73.92,
625,10468,40.867107,-73.89916,
626,10470,40.900628999999995,-73.86072,
627,10454,40.805968,-73.91628,
628,10451,40.819728999999995,-73.9223,
629,11236,40.640527,-73.90361999999999,
630,11237,40.703355,-73.91993000000001,
631,11233,40.676938,-73.91858,
632,10469,40.868643,-73.84735,
633,11220,40.641436,-74.01574000000001,
634,11213,40.670937,-73.93459,
635,11233,40.676938,-73.91858,
636,11102,40.771285999999996,-73.92461999999999,
637,10471,40.900819,-73.90347,
638,10465,40.825727,-73.81752,
639,10468,40.867107,-73.89916,
640,10465,40.825727,-73.81752,
641,10460,40.84095,-73.88036,
642,11212,40.662191,-73.91328,
643,10453,40.853017,-73.91214000000001,
644,10454,40.805968,-73.91628,
645,10462,40.842172999999995,-73.85862,
646,10018,40.755101,-73.99337,
647,10035,40.802395000000004,-73.93359,
648,11225,40.662892,-73.95509,
649,10037,40.813385,-73.93616,
650,10312,40.543116999999995,-74.17628,
651,11368,40.747106,-73.85838000000001,
652,11220,40.641436,-74.01574000000001,
653,10002,40.717040000000004,-73.987,
654,11235,40.583803,-73.95019,
655,10023,40.776099,-73.98285,
656,10468,40.867107,-73.89916,
657,11214,40.598994,-73.99611,
658,11414,40.658188,-73.84321,
659,11101,40.745340999999996,-73.93907,
660,10453,40.853017,-73.91214000000001,
661,11207,40.670874,-73.89424,
662,10452,40.838745,-73.92234,
663,10457,40.846745,-73.89860999999999,
664,11435,40.700068,-73.80986,
665,10457,40.846745,-73.89860999999999,
666,10027,40.812665,-73.95499000000001,
667,11368,40.747106,-73.85838000000001,
668,11233,40.676938,-73.91858,
669,10031,40.826201,-73.94879,
670,10468,40.867107,-73.89916,
671,10453,40.853017,-73.91214000000001,
672,10314,40.606336999999996,-74.14513000000001,
673,11206,40.702348,-73.94288,
674,10457,40.846745,-73.89860999999999,
675,10460,40.84095,-73.88036,
676,10027,40.812665,-73.95499000000001,
677,10018,40.755101,-73.99337,
678,10466,40.89095,-73.84702,
679,11436,40.674146,-73.79687,
680,11226,40.645255999999996,-73.95553000000001,
681,11691,40.60002,-73.75962,
682,11421,40.690870000000004,-73.85828000000001,
683,10002,40.717040000000004,-73.987,
684,10467,40.872265000000006,-73.86936999999999,
685,11216,40.680398,-73.94824,
686,10466,40.89095,-73.84702,
687,10463,40.881085999999996,-73.90749,
688,11213,40.670937,-73.93459,
689,10011,40.741012,-74.00012,
690,10466,40.89095,-73.84702,
691,11234,40.618561,-73.9216,
692,11692,40.592939,-73.79568,
693,11355,40.749463,-73.81940999999999,
694,10475,40.878522,-73.82540999999999,
695,10467,40.872265000000006,-73.86936999999999,
696,10466,40.89095,-73.84702,
697,11226,40.645255999999996,-73.95553000000001,
698,11231,40.6788,-74.00254,
699,10452,40.838745,-73.92234,
700,10467,40.872265000000006,-73.86936999999999,
701,10468,40.867107,-73.89916,
702,11238,40.680145,-73.96257,
703,10025,40.798502,-73.96811,
704,11413,40.670138,-73.75140999999999,
705,11355,40.749463,-73.81940999999999,
706,10462,40.842172999999995,-73.85862,
707,10468,40.867107,-73.89916,
708,10453,40.853017,-73.91214000000001,
709,11385,40.703069,-73.89285,
710,11208,40.672666,-73.87248000000001,
711,11223,40.598141999999996,-73.97229,
712,11223,40.598141999999996,-73.97229,
713,11420,40.673138,-73.81443,
714,10465,40.825727,-73.81752,
715,10038,40.709677,-74.00365,
716,10451,40.819728999999995,-73.9223,
717,10460,40.84095,-73.88036,
718,10032,40.840686,-73.94154,
719,10029,40.791585999999995,-73.94575,
720,11355,40.749463,-73.81940999999999,
721,10451,40.819728999999995,-73.9223,
722,10458,40.864166,-73.88880999999999,
723,11208,40.672666,-73.87248000000001,
724,10035,40.802395000000004,-73.93359,
725,11378,40.724096,-73.90271,
726,11355,40.749463,-73.81940999999999,
727,11233,40.676938,-73.91858,
728,10452,40.838745,-73.92234,
729,10022,40.759015000000005,-73.96732,
730,11374,40.724945,-73.8609,
731,10030,40.818151,-73.94351,
732,10467,40.872265000000006,-73.86936999999999,
733,10463,40.881085999999996,-73.90749,
734,11432,40.714144,-73.79324,
735,11226,40.645255999999996,-73.95553000000001,
736,10027,40.812665,-73.95499000000001,
737,11226,40.645255999999996,-73.95553000000001,
738,10458,40.864166,-73.88880999999999,
739,10021,40.76842,-73.96045,
740,11212,40.662191,-73.91328,
741,11225,40.662892,-73.95509,
742,11225,40.662892,-73.95509,
743,11356,40.785462,-73.84366,
744,10001,40.750741999999995,-73.99653,
745,11208,40.672666,-73.87248000000001,
746,10023,40.776099,-73.98285,
747,10458,40.864166,-73.88880999999999,
748,10036,40.759510999999996,-73.99019,
749,11210,40.627946,-73.94552,
750,10451,40.819728999999995,-73.9223,
751,10303,40.629448,-74.16239,
752,11208,40.672666,-73.87248000000001,
